,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,blues.00000.wav,30.013333333333332,0.40966224670410156,0.08925950527191162,1726.1002143181433,141688.67177112325,1965.787103122881,91152.4673672989,3669.196193898637,941831.9731316598,0.043103376655549114,0.00027933699855363077,1.2517190270955325e-06,0.009209342300891876,[126.04801829]
0,blues.00001.wav,30.013333333333332,0.43900173902511597,0.09293276816606522,1450.6212275285077,379060.23122062563,1971.7394223642466,230486.01096048424,3292.531675971578,2996033.836633461,0.029514958852958236,0.0004884146699708888,4.1506762499921024e-05,0.005607426632195711,[105.46875]
0,blues.00002.wav,30.013333333333332,0.4207432270050049,0.08466475456953049,1493.2747542532425,175472.3983634785,1698.2478381873411,94511.26553454764,2891.0781612529004,920270.75474904,0.03899849097302784,0.0003204314873117883,-2.473042968631489e-06,0.01753399334847927,[156.60511364]
0,blues.00003.wav,30.013333333333332,0.5477303266525269,0.07116272300481796,996.7975802527667,184735.21957135948,1524.3905682599925,179363.51160217132,1994.802297074391,1433874.4353674238,0.017084556868716162,0.00014085906995966186,-4.4099317619838985e-07,0.020581241697072983,[99.38401442]
0,blues.00004.wav,30.013333333333332,0.33691179752349854,0.0879320576786995,1749.550176412614,357721.28857940284,1700.6290271330117,106872.42142116683,3388.540118365719,1719364.2160775703,0.051998176781225834,0.0006208822092269577,-4.252011422067881e-06,0.005668578669428825,[135.99917763]
0,blues.00005.wav,30.013333333333332,0.37882766127586365,0.09005390107631683,1737.7125560912446,1014830.5501768984,1672.8727821168175,233965.8031696356,3299.6594493184457,3411600.796345045,0.04872824070717324,0.00184181715534497,3.3033268209692324e-06,0.008827979676425457,[112.34714674]
0,blues.00006.wav,30.013333333333332,0.3615453243255615,0.09330816566944122,1372.134113921393,434607.24124040117,1343.9643160216774,208403.80122790343,2644.22072125145,1711650.4915477368,0.037132788331399845,0.0005841135383240182,-5.5840528148110025e-06,0.019736599177122116,[126.04801829]
0,blues.00007.wav,30.013333333333332,0.39946961402893066,0.0937824696302414,1378.1091653126193,439215.4363294278,1529.7529581885433,186058.62353808753,2800.249012108469,1688918.6324747421,0.03144599224187935,0.0005432782533631983,6.959573966014432e-06,0.015214337036013603,[93.96306818]
0,blues.00008.wav,30.013333333333332,0.5028694868087769,0.08366890996694565,1648.4892962765337,166938.8734713531,1999.0297179458366,118639.5285231976,3653.000493945766,1290480.98073303,0.03338854347931168,0.0002511208773047622,2.274048938488704e-06,0.013299445621669292,[166.70866935]
0,blues.00009.wav,30.013333333333332,0.3326599597930908,0.09692122042179108,1736.030041791001,290427.2443097903,1936.6003230085023,125398.50065958007,3773.89785518779,1463045.3125701442,0.041015058548433875,0.00046361562146570015,-2.001112443394959e-05,0.008210140280425549,[132.51201923]
0,blues.00010.wav,30.013333333333332,0.3547453284263611,0.09835207462310791,1306.0530899063288,200507.29747861397,1426.963349808987,159856.59020970349,2502.955914207512,1428308.9896872316,0.03191595822457463,0.00013453543569909475,-8.444837294518948e-05,0.02289513871073723,[161.49902344]
0,blues.00011.wav,30.013333333333332,0.49530133605003357,0.08652058988809586,1240.1140398656426,510565.3006075403,1663.7762197481247,238507.1790799392,2578.322125145012,2968743.950990989,0.022790801128673627,0.0006132239066841772,1.5978966985130683e-06,0.005608266685158014,[161.49902344]
0,blues.00012.wav,30.013333333333332,0.3487251400947571,0.10467886179685593,1296.237606661383,251502.73856403196,1531.2603292467716,56188.1422190475,2599.0726054959396,1071125.0693227141,0.03519004827677881,0.0006649684656912951,-2.0292805857025087e-05,0.013801232911646366,[93.96306818]
0,blues.00013.wav,30.013333333333332,0.3392166197299957,0.09750320762395859,1269.3551608507178,175079.27641665735,1796.5073125685997,103422.2079157283,2579.929204883266,1322343.7795032065,0.026331501051334107,0.0003568306679861121,-2.1004520931455772e-06,0.01298875454813242,[107.66601562]
0,blues.00014.wav,30.013333333333332,0.40517330169677734,0.11683902144432068,1103.4996878133218,143441.7151133074,1659.6275516230753,102351.75741089357,2141.3962804524363,1022352.8494748188,0.02296847810324826,0.0004276327611858077,-0.0002440364332869649,0.005406160838901997,[151.99908088]
0,blues.00015.wav,30.013333333333332,0.34401872754096985,0.10646113008260727,1358.0855086545257,197461.50878607368,1705.212922989622,90306.82407549873,2774.377526373985,808926.6957881899,0.03250771129398685,0.0005288230704067204,-5.719492401112802e-05,0.006484297104179859,[101.33272059]
0,blues.00016.wav,30.013333333333332,0.372744083404541,0.10496363043785095,1394.0989623212579,154682.70996086652,1801.1498635331563,125977.4517455361,2866.36410600348,1155815.5313219847,0.03137745160237819,0.0003942794986874647,-5.903204873902723e-05,0.005988857243210077,[101.33272059]
0,blues.00017.wav,30.013333333333332,0.3881496489048004,0.0964459627866745,1026.5421440111857,216282.35876374756,1369.0663980314102,78197.39144137864,1997.0921775304525,1128253.5323110668,0.02446693131283836,0.00025405202303832255,-7.488278060918674e-05,0.007024663966149092,[166.70866935]
0,blues.00018.wav,30.013333333333332,0.3457033038139343,0.10674559324979782,1447.7223428893635,196728.23284736232,1997.0124414975094,161005.42053015952,3240.0476159186487,2032176.636727251,0.029086910286156224,0.0004755137628118515,-0.00014437972276937217,0.007462719921022654,[132.51201923]
0,blues.00019.wav,30.013333333333332,0.32205894589424133,0.1031423956155777,1139.3045893671,244260.0890578266,1443.1688257604367,58479.4509306434,2087.2385259570765,1241689.922785741,0.029824052590873937,0.0004998184218576817,-8.457402145722881e-05,0.0079256072640419,[123.046875]
0,blues.00020.wav,30.013333333333332,0.37959298491477966,0.10424497723579407,1345.83110331799,112437.22825165924,1890.201439414732,103410.57493873287,2872.4343709215486,1124967.7518841971,0.027136239909609436,0.00018548116756324825,-7.89548721513711e-06,0.005483048036694527,[135.99917763]
0,blues.00021.wav,30.013333333333332,0.435781329870224,0.10681560635566711,979.3356753874783,269993.9393323713,1430.7412960665567,84828.582991337,1697.0512230822217,1345930.660255684,0.02436119368716164,0.0006522636017968987,-2.4793416741886176e-05,0.00958223082125187,[99.38401442]
0,blues.00022.wav,30.013333333333332,0.397359162569046,0.10456513613462448,1083.2309278610612,290400.84837299085,1451.2641352506755,68978.1925547865,2014.145541799594,1334050.8135531717,0.029757022488882443,0.0008016169592036567,2.089125700877048e-05,0.011016658507287502,[97.50884434]
0,blues.00023.wav,30.013333333333332,0.3687099814414978,0.09118611365556717,1142.6095087506822,126916.13053813248,1461.1306570117965,60412.70645623659,2360.3171788899363,740149.679354241,0.02662832167198376,0.0003032602610877034,-4.7036970499902964e-05,0.009545658715069294,[95.703125]
0,blues.00024.wav,30.013333333333332,0.3697882294654846,0.10919766873121262,1039.2639134532003,166850.06491679512,1402.2781443449076,63600.69357784739,2108.5718849695477,1236158.1362404313,0.02409288446200696,0.0003198498758316687,-9.701573435449973e-05,0.006838897708803415,[103.359375]
0,blues.00025.wav,30.013333333333332,0.39828458428382874,0.09332312643527985,1049.7367938867576,138718.24174649027,1426.4186153296744,41868.624245060404,2082.8086481293503,942771.5103383842,0.026244833961716937,0.00037370071279568633,4.090346919838339e-05,0.007471498567610979,[92.28515625]
0,blues.00026.wav,30.013333333333332,0.39204803109169006,0.10127908736467361,1118.329333557492,162114.63591814766,1522.4586404695212,99265.25307568461,2255.557229734629,1141691.9811572789,0.026444602547370456,0.0004150149252587132,-8.317008177982643e-05,0.009151837788522243,[129.19921875]
0,blues.00027.wav,30.013333333333332,0.3786475658416748,0.09690257161855698,1308.2724942802563,186712.74421315797,1458.315352914186,45003.70665721682,2646.5189285455335,657150.2150912004,0.03678668642449729,0.0006950065301963465,-1.5586854715365916e-05,0.008777368813753128,[93.96306818]
0,blues.00028.wav,30.013333333333332,0.373705118894577,0.10598167777061462,1057.745311777478,102943.4211065683,1369.5461769720866,64866.60178207434,2150.0062309672276,725296.0374625345,0.024333059926044082,0.00023029684299350828,2.2924577933736145e-05,0.009991055354475975,[105.46875]
0,blues.00029.wav,30.013333333333332,0.38164961338043213,0.1043584868311882,1528.3285184391436,704948.7391883418,2094.9909709301105,209911.54336083969,3327.529376178219,4240105.232725225,0.028133194665989947,0.0011510946018266073,-3.1705008041171823e-06,0.01768188737332821,[132.51201923]
0,blues.00030.wav,30.013333333333332,0.3839119076728821,0.09801279753446579,1251.2756142468286,497970.4795880261,1888.379817467027,286244.61747576814,2619.273514537413,4159560.4022394987,0.020794625809648106,0.00039821883909601396,-4.281637302483432e-07,0.028098909184336662,[147.65625]
0,blues.00031.wav,30.013333333333332,0.3567963242530823,0.10201987624168396,1228.016305881155,341454.05795743066,1867.4838733146134,248060.46798289832,2518.4438329285094,3429612.8996619484,0.022652775763727765,0.00043821748144570006,2.2766089387005195e-06,0.023748287931084633,[114.84375]
0,blues.00032.wav,30.013333333333332,0.4284070134162903,0.09772071242332458,1202.705588402704,715616.3269135898,1782.426761291638,294278.49828587467,2443.1275830191416,4161808.403785344,0.02071211269818252,0.0010293396040934183,-3.750617679543211e-06,0.013219461776316166,[126.04801829]
0,blues.00033.wav,30.013333333333332,0.3843076527118683,0.09705469757318497,1294.3684927220056,629468.072200047,1959.4184380779395,296545.489524812,2801.3731352414443,5065575.356074691,0.02243809062016628,0.000541018899278169,3.223389967388357e-06,0.017780477181077003,[107.66601562]
0,blues.00034.wav,30.013333333333332,0.36408957839012146,0.10210993140935898,1417.8038847546845,325921.8800782806,2057.7339614272805,182465.19032472593,3183.9663618401974,3702817.1821168484,0.024290576058584687,0.00026071252358653613,-2.2528345198224997e-06,0.018457526341080666,[126.04801829]
0,blues.00035.wav,30.013333333333332,0.38986653089523315,0.10073480755090714,1394.1043598926128,372391.85825490457,1991.4867845233318,268105.6723038858,3052.568857852378,3948848.9688439327,0.023923704260924206,0.0002298169745655449,4.481029463931918e-06,0.027536466717720032,[132.51201923]
0,blues.00036.wav,30.013333333333332,0.32846710085868835,0.10042642056941986,1151.6497274986275,240464.07067188586,1805.7686948585256,208168.1680197516,2251.626962188225,2520450.477245039,0.01924254851846481,0.0001307816223764763,3.771529293317144e-07,0.039123911410570145,[114.84375]
0,blues.00037.wav,30.013333333333332,0.3395101726055145,0.10240180790424347,1119.1176057374662,350468.7068260739,1600.6985751319642,218306.24530887775,2145.942734012471,2731740.4579800284,0.02483757945427301,0.00038003787874657025,2.6095888188137906e-06,0.005708948243409395,[120.18531977]
0,blues.00038.wav,30.013333333333332,0.3827912509441376,0.10332012176513672,1395.5409673166666,523163.8920216415,2036.6338553648475,238245.69495565913,3050.8285487057715,4032624.9792076717,0.023647087079466358,0.0006947533575291785,5.953259005764266e-07,0.02800542488694191,[129.19921875]
0,blues.00039.wav,30.013333333333332,0.380581796169281,0.10090527683496475,1040.133182631292,450374.9855719592,1590.5912394032127,337062.96171808784,1975.0926714762181,3197100.3212259877,0.01839608106148492,0.00035756380598319135,-3.5325786029716255e-06,0.00936995167285204,[114.84375]
0,blues.00040.wav,30.013333333333332,0.4887048602104187,0.07948540896177292,2177.3687762906397,245053.40672380917,2316.9957388696066,60266.238715263135,4945.334081804669,740351.2256344615,0.05166982369006187,0.00048524247579355504,-0.0010297036496922374,0.009127161465585232,[114.84375]
0,blues.00041.wav,30.013333333333332,0.4982459545135498,0.08403041213750839,2292.3406013952294,322899.3729795751,2433.802647222056,90737.3188815874,5248.630829919519,1090846.6147147832,0.0547054376329273,0.0005918728789020246,-0.0013909346889704466,0.009481574408710003,[126.04801829]
0,blues.00042.wav,30.013333333333332,0.47764527797698975,0.07951812446117401,2176.155808744592,234369.86832707608,2332.4965374950348,50893.77051604585,4986.260490683005,728913.3022781037,0.05144834112770688,0.0005591590743892636,-0.001888885861262679,0.008853183127939701,[90.66611842]
0,blues.00043.wav,30.013333333333332,0.4952259957790375,0.08224697411060333,2063.5123960882993,217321.36278873935,2338.04557508643,68157.05178138977,4823.653997788573,1126546.9546542943,0.04641164261890951,0.0004177671815828099,-0.0011549248592928052,0.008680607192218304,[129.19921875]
0,blues.00044.wav,30.013333333333332,0.47648072242736816,0.08207448571920395,2189.1903934301654,195043.8032963165,2344.539897615832,63737.78240640505,5062.942342027987,707167.6285802975,0.04908114003286929,0.0003226968404759015,-0.0015700390795245767,0.011452743783593178,[135.99917763]
0,blues.00045.wav,30.013333333333332,0.5706720352172852,0.07522229850292206,1664.9650964069303,165880.90191714955,2234.522114892392,78475.47721712042,4338.182687427494,1020918.8283836844,0.025530916171210363,0.00011367435742745278,-0.0010641542030498385,0.016131220385432243,[132.51201923]
0,blues.00046.wav,30.013333333333332,0.5273677706718445,0.08380778878927231,1797.072589464685,351644.3628131576,2300.95651958022,114120.52789591161,4495.093623114849,1668217.2314120526,0.03138519310711524,0.0003442513285503684,-0.001766549190506339,0.006502426229417324,[123.046875]
0,blues.00047.wav,30.013333333333332,0.45089417695999146,0.08697416633367538,1895.9094443943263,179899.43292185667,2268.47079586434,52058.85139751188,4639.014691487819,711298.7047547922,0.03992690508990719,0.00029399385392939984,-0.001578751252964139,0.008744033053517342,[147.65625]
0,blues.00048.wav,30.013333333333332,0.4771311581134796,0.08310426026582718,2055.0690287613625,179180.29393974,2178.615400324142,83829.41161618111,4520.2406739414155,906206.9025249187,0.05172609121229698,0.00043471922415747234,-0.0012555606663227081,0.008282323367893696,[120.18531977]
0,blues.00049.wav,30.013333333333332,0.4035983085632324,0.09488008916378021,1207.5437648641093,374961.7317326555,1825.721213506776,183678.84914008985,2715.4068595018853,3090466.6818283284,0.02090942666038283,0.0002648711969904458,-0.0018703191308304667,0.0066113644279539585,[126.04801829]
0,blues.00050.wav,30.013333333333332,0.4857405126094818,0.08739911764860153,1882.7962720352693,169019.15561200434,2058.9175835713268,81449.44829360649,4055.7030343677493,906246.7586548231,0.04466810469837587,0.000400637390460468,5.318417970556766e-05,0.016161901876330376,[135.99917763]
0,blues.00051.wav,30.013333333333332,0.4446592330932617,0.08428383618593216,1921.981093357494,150795.35364052965,1919.24719513822,79891.74483341626,3876.79259262616,736910.5182519635,0.05500830040361562,0.0003300857062972245,6.804710210417397e-06,0.019887927919626236,[99.38401442]
0,blues.00052.wav,30.013333333333332,0.47401344776153564,0.09335518628358841,1353.7602649113207,458236.3699389208,1599.107519605612,204848.9513269367,2861.6011546548725,2212192.7448333,0.03452541177252513,0.0008767960863249067,2.0227824279572815e-05,0.007007214706391096,[147.65625]
0,blues.00053.wav,30.013333333333332,0.4561053514480591,0.08755321800708771,2114.282484431101,190087.26333529776,1931.3688050639316,91659.10561983056,4147.764555539443,784862.6995999345,0.06840450230810131,0.0007210656377247894,3.306169674033299e-05,0.013941860757768154,[101.33272059]
